Client_Income,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Credit_Amount,Loan_Annuity,Client_Education,Workphone_Working,Client_Family_Members,Age_Years,Employed_Years,Client_Income_Type_Commercial,Client_Income_Type_Govt Job,Client_Income_Type_Maternity leave,Client_Income_Type_Retired,Client_Income_Type_Service,Client_Income_Type_Student,Client_Marital_Status_D,Client_Marital_Status_M,Client_Marital_Status_S,Client_Marital_Status_W,Client_Gender_Female,Client_Gender_Male,Loan_Contract_Type_CL,Loan_Contract_Type_RL,Default
0.3506493506493506,1,0,0,0,0.0,0.7596714234320663,0.5922986969595724,4,0,0.0,0.9166666666666664,0.6571428571428571,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
0.1341991341991342,0,0,1,0,0.0,0.4197145940760283,0.3635983962579352,4,0,0.0,0.0833333333333332,0.1142857142857142,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0.2352092352092352,0,1,0,1,0.0,0.3777431346684254,0.7884229869695957,4,0,1.0,0.1875,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0.4949494949494949,0,0,0,1,0.0,0.5087540472478715,0.5434346809221517,0,0,0.3333333333333333,0.3125,0.1999999999999999,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.4227994227994227,1,0,1,1,0.0,0.269816524763161,0.4665887069829603,4,0,0.0,0.2916666666666666,0.0285714285714285,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0.7835497835497836,0,1,1,1,0.0,0.5187522484710397,0.5109421984630805,4,0,0.3333333333333333,0.4583333333333332,0.2857142857142857,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.7113997113997114,1,0,1,1,0.0,0.1594915457488907,0.3788840628132308,4,0,0.3333333333333333,0.6666666666666665,0.5142857142857142,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.8556998556998556,0,0,1,1,0.0,0.4523563976495983,0.5311560307383896,4,0,0.3333333333333333,0.375,0.1142857142857142,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.6392496392496392,0,0,0,1,0.0,0.5696126633888956,0.4503007016371533,4,0,0.3333333333333333,0.4791666666666666,0.7142857142857143,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
0.1774891774891774,1,0,0,1,0.0,0.0978534596474397,0.3357834948212496,0,1,0.3333333333333333,0.6041666666666665,0.0285714285714285,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.4083694083694084,1,0,0,1,0.0,0.5977935004197147,0.6395756765786835,4,0,0.3333333333333333,0.3333333333333332,0.0571428571428571,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.6392496392496392,0,0,0,1,0.3333333333333333,0.3964504137186713,0.5157033077180087,4,0,0.6666666666666667,0.5416666666666666,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0.3506493506493506,0,1,1,1,0.0,0.3000299796138626,0.6468426328098897,0,0,0.0,0.5416666666666666,0.1142857142857142,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0.4949494949494949,0,1,1,0,0.0,0.7195107327017629,0.5699966588706983,4,1,0.0,0.5208333333333333,0.1714285714285714,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0.4227994227994227,0,0,1,0,0.0,0.9272694567693968,0.74164717674574,4,0,0.0,0.1041666666666666,0.1428571428571428,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0.1486291486291486,0,0,0,1,0.3333333333333333,0.1498980693128672,0.2942699632475777,4,1,0.6666666666666667,0.5208333333333333,0.1714285714285714,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.365079365079365,0,0,0,0,0.0,0.5087540472478715,0.5434346809221517,4,1,0.0,0.125,0.1999999999999999,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.3506493506493506,0,0,1,1,0.3333333333333333,0.3173042331214774,0.6163548279318409,4,0,0.6666666666666667,0.25,0.1428571428571428,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.8556998556998556,0,0,1,0,0.0,0.6704071231562538,0.4765285666555295,0,0,0.3333333333333333,0.1666666666666666,0.0571428571428571,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.2063492063492063,1,0,1,1,0.0,0.1199184554502938,0.4116271299699299,4,1,0.3333333333333333,0.1875,0.2571428571428571,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.4949494949494949,0,0,0,0,0.0,0.2997961386257345,0.2894253257601069,0,1,0.0,0.375,0.1714285714285714,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0.1991341991341991,0,0,0,1,0.0,0.1349082623815805,0.189107918476445,4,1,0.0,0.7083333333333333,0.3142857142857143,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0.4227994227994227,1,1,0,1,0.3333333333333333,0.269816524763161,0.4956565319077848,0,0,0.6666666666666667,0.125,0.1428571428571428,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.4516594516594516,0,1,0,0,0.0,1.0,0.7984463748747076,4,0,0.3333333333333333,0.6666666666666665,0.2285714285714285,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.5670995670995671,0,1,0,1,0.0,0.6738397889435185,0.5351653859004343,4,0,0.3333333333333333,0.5208333333333333,0.1142857142857142,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.4227994227994227,0,0,1,1,0.0,0.1397050005995923,0.4709321750751755,4,0,0.3333333333333333,0.0625,0.0857142857142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.1341991341991342,0,0,0,0,0.0,0.4197145940760283,0.2899264951553625,0,1,0.3333333333333333,0.5625,0.3428571428571428,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.2063492063492063,1,0,0,1,0.0,0.1792780908981892,0.2594386902773137,4,0,0.0,0.5416666666666666,0.1714285714285714,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0.2784992784992784,0,0,1,1,0.0,0.3173042331214774,0.4842966922819913,4,0,0.3333333333333333,0.1875,0.1142857142857142,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.2496392496392496,1,0,0,1,0.0,0.262150737498501,0.4536418309388573,4,0,0.0,0.1875,0.0571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0.4949494949494949,0,0,1,1,0.6666666666666666,0.269816524763161,0.4665887069829603,4,0,1.0,0.3125,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0.3217893217893218,0,0,1,0,0.0,0.1594915457488907,0.1607918476445038,4,0,0.3333333333333333,0.1875,0.0571428571428571,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0.3506493506493506,1,0,0,0,0.3333333333333333,0.2131190790262621,0.3686936184430337,0,0,0.6666666666666667,0.2708333333333332,0.1142857142857142,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.7113997113997114,1,0,0,1,0.0,0.2605108526202182,0.4264116271299698,4,1,0.3333333333333333,0.5625,0.1714285714285714,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.3506493506493506,0,0,1,1,0.3333333333333333,0.3964504137186713,0.4072836618777147,4,0,0.6666666666666667,0.25,0.0571428571428571,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.2784992784992784,1,0,0,0,0.0,0.3111644082024223,0.4240728366187771,4,0,0.0,0.25,0.0857142857142857,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0.4949494949494949,0,0,0,0,0.0,0.1788373905744094,0.4214834614099565,4,0,0.3333333333333333,0.5625,0.2857142857142857,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.2063492063492063,0,0,0,1,0.0,0.2907992565055762,0.5838623454727697,4,0,0.0,0.4375,0.1714285714285714,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0.4949494949494949,0,0,1,1,0.0,0.1498980693128672,0.2099899766120948,4,0,0.0,0.6666666666666665,0.1999999999999999,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
0.4227994227994227,0,1,1,1,0.3333333333333333,0.1603729463964504,0.3697794854660875,0,1,0.6666666666666667,0.2083333333333332,0.1428571428571428,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.4949494949494949,1,0,0,0,0.0,0.3213634728384698,0.5606414968259271,4,0,0.3333333333333333,0.5208333333333333,0.6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.2784992784992784,1,0,0,0,0.0,0.2351840748291162,0.4113765452723019,4,0,0.0,0.1458333333333332,0.1428571428571428,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.3217893217893218,0,0,1,1,0.0,0.1973857776711836,0.4623287671232876,4,1,0.0,0.4166666666666666,0.2571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.4949494949494949,0,0,1,1,0.0,0.269816524763161,0.6193618443033745,0,0,0.3333333333333333,0.4791666666666666,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.4949494949494949,1,0,1,1,0.0,0.5087540472478715,0.4006849315068492,4,0,0.3333333333333333,0.625,0.3999999999999999,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.3506493506493506,1,0,0,1,0.0,0.4872047008034536,0.4266622118275978,2,0,0.3333333333333333,0.8958333333333333,0.1714285714285714,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.4949494949494949,1,1,1,1,0.0,0.2098572970380141,0.2868359505512863,4,1,0.3333333333333333,0.25,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.4949494949494949,0,0,1,1,0.0,0.1594915457488907,0.3788840628132308,4,0,0.3333333333333333,0.0625,0.0571428571428571,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0.3506493506493506,0,0,0,1,0.6666666666666666,0.4722388775632569,0.5040093551620448,4,0,1.0,0.3125,0.1999999999999999,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.2784992784992784,0,0,1,0,0.3333333333333333,0.1948674901067274,0.2352990310725024,1,0,0.3333333333333333,0.0208333333333333,0.0857142857142857,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
0.264069264069264,1,0,0,1,0.0,0.2098572970380141,0.42449047778149,4,1,0.3333333333333333,0.75,0.2571428571428571,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.5670995670995671,0,0,1,0,0.0,0.1397709557500899,0.3354493818910792,4,0,0.3333333333333333,0.1875,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0.6969696969696969,0,1,1,1,0.6666666666666666,0.16328096894112,0.3536585365853658,4,0,1.0,0.2708333333333332,0.0857142857142857,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.5670995670995671,1,0,0,1,0.0,0.8694088020146301,0.8328600066822585,0,0,0.3333333333333333,0.2083333333333332,0.1999999999999999,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.4227994227994227,0,0,0,1,0.0,0.6743854179158173,0.8372870030070163,4,0,0.0,0.75,0.1428571428571428,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0.3506493506493506,0,0,0,0,0.0,0.1397050005995923,0.4634146341463415,4,0,0.0,0.1458333333333332,0.0571428571428571,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0.3506493506493506,0,0,1,1,0.0,0.6316254946636288,0.6927831607083194,4,1,0.3333333333333333,0.3333333333333332,0.1714285714285714,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.3506493506493506,1,0,1,1,0.0,0.4764929847703561,0.5994821249582358,4,0,0.0,0.1875,0.1714285714285714,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0.5238095238095238,0,0,0,1,0.0,0.3915097733541192,0.816321416638824,4,0,0.3333333333333333,0.4791666666666666,0.1714285714285714,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.3217893217893218,0,1,0,1,0.0,0.3173042331214774,0.7376378215836952,4,1,0.0,0.5625,0.0285714285714285,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0.5670995670995671,0,0,1,1,0.6666666666666666,0.1289123396090658,0.4315068493150684,4,0,1.0,0.2916666666666666,0.1142857142857142,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.5670995670995671,0,0,1,1,0.0,0.269816524763161,0.4665887069829603,4,0,0.3333333333333333,0.75,0.1714285714285714,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0.1341991341991342,1,1,0,0,0.0,0.1498980693128672,0.4234046107584363,0,0,0.0,0.4583333333333332,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
0.3506493506493506,0,0,0,0,0.3333333333333333,0.1674061638086101,0.2774807885065151,4,0,0.6666666666666667,0.4166666666666666,0.1714285714285714,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0.4227994227994227,0,1,0,0,0.3333333333333333,0.3538074109605468,0.4818743735382559,1,0,0.3333333333333333,0.1666666666666666,0.2857142857142857,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0.3506493506493506,0,0,0,1,0.0,0.3331334692409162,0.4334279986635482,0,1,0.3333333333333333,0.2083333333333332,0.0285714285714285,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
0.365079365079365,0,1,0,0,0.0,0.3277221489387216,0.5552956899432008,4,0,0.0,0.2916666666666666,0.0571428571428571,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
0.2352092352092352,1,1,0,1,0.3333333333333333,0.1715793260582803,0.4234046107584363,4,1,0.6666666666666667,0.0833333333333332,0.1142857142857142,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
